,Fund,Fund Description,Chart Section Level 1,Chart Section Level 2,Agency,Agency Description,Organization,Organization Description,Activity,Activity Description,Function,Function Description,Account,Account Description,Total Indicator,Balance Forward,YTD Debits,YTD Credits,Ending Balance,Prior Year YTD Balance
4495,0011,Central Stores,EXPENSES,,061,Field Operations,4930,Radio,1000,Administration,,,4260,Insurance Premiums,N,0,203200,0,203200,138400
4496,0011,Central Stores,EXPENSES,,061,Field Operations,4930,Radio,1000,Administration,,,4300,Dues & Licenses,N,0,7500,0,7500,0
4497,0011,Central Stores,EXPENSES,,061,Field Operations,4930,Radio,1000,Administration,,,4310,Municipal Service Charges,N,0,2430400,0,2430400,1696000
4498,0011,Central Stores,EXPENSES,,061,Field Operations,4930,Radio,1000,Administration,,,4420,Transfer To Other Funds,N,0,3981000,796200,3184800,2878736
4499,0011,Central Stores,EXPENSES,,061,Field Operations,4930,Radio,1000,Administration,,,4423,Transfer To IT Fund,N,0,2353600,0,2353600,882400
4500,0011,Central Stores,EXPENSES,,061,Field Operations,4930,Radio,1000,Administration,,,,,Y,0,20296442,796200,19500242,17255977
4501,0011,Central Stores,EXPENSES,,061,Field Operations,4930,Radio,4930,Systems Maintenance,,,1998,Personnel Expenses Reimbursed to the General ,N,0,5598779,0,5598779,6953436
4502,0011,Central Stores,EXPENSES,,061,Field Operations,4930,Radio,4930,Systems Maintenance,,,2410,Rent City Vehicles,N,0,0,24566,-24566,-231553
4503,0011,Central Stores,EXPENSES,,061,Field Operations,4930,Radio,4930,Systems Maintenance,,,2421,Fleet Maintenance & Repair,N,0,0,0,0,107211
4504,0011,Central Stores,EXPENSES,,061,Field Operations,4930,Radio,4930,Systems Maintenance,,,2422,Fleet Fuel,N,0,5938,0,5938,32136
4505,0011,Central Stores,EXPENSES,,061,Field Operations,4930,Radio,4930,Systems Maintenance,,,2423,Fleet Depreciation,N,0,0,0,0,173600
4506,0011,Central Stores,EXPENSES,,061,Field Operations,4930,Radio,4930,Systems Maintenance,,,2424,Fleet Management,N,0,13600,0,13600,12000
4507,0011,Central Stores,EXPENSES,,061,Field Operations,4930,Radio,4930,Systems Maintenance,,,2430,Contracted Services,N,0,0,0,0,3790000
4508,0011,Central Stores,EXPENSES,,061,Field Operations,4930,Radio,4930,Systems Maintenance,,,3400,Materials & Supplies,N,0,28600,0,28600,150213
4509,0011,Central Stores,EXPENSES,,061,Field Operations,4930,Radio,4930,Systems Maintenance,,,,,Y,0,5646917,24566,5622351,10987043
4510,0011,Central Stores,EXPENSES,,061,Field Operations,4930,Radio,4931,Installs and Repairs,,,1998,Personnel Expenses Reimbursed to the General ,N,0,1924011,0,1924011,4003983
4511,0011,Central Stores,EXPENSES,,061,Field Operations,4930,Radio,4931,Installs and Repairs,,,2410,Rent City Vehicles,N,0,145001,0,145001,105162
4512,0011,Central Stores,EXPENSES,,061,Field Operations,4930,Radio,4931,Installs and Repairs,,,3400,Materials & Supplies,N,0,920692,57332,863360,1717617
4513,0011,Central Stores,EXPENSES,,061,Field Operations,4930,Radio,4931,Installs and Repairs,,,,,Y,0,2989704,57332,2932372,5826762
4514,0011,Central Stores,EXPENSES,,061,Field Operations,4930,Radio,,,,,,,Y,0,28933063,878098,28054965,34069782
4515,0011,Central Stores,EXPENSES,,061,Field Operations,,,,,,,,,Y,0,60664664,878098,59786566,93922301
4516,0011,Central Stores,EXPENSES,,,,,,,,,,,,Y,0,60664664,878098,59786566,93922301
4517,0011,Central Stores,,,,,,,,,,,,,Y,0,169447552,169447552,0,0
4518,0012,Fleet Services,ASSETS,,,,,,,,,,1060.1085,Petty Cash/Starting Cash Fleet Services,N,15000,0,15000,0,15000
4519,0012,Fleet Services,ASSETS,,,,,,,,,,2218,Accounts Receivable,N,314935,350087,665022,0,0
4520,0012,Fleet Services,ASSETS,,,,,,,,,,2305.2303,Inventory Fleet Services,N,40518826,0,0,40518826,40284444
4521,0012,Fleet Services,ASSETS,,,,,,,,,,2400.0099,Equity In Pooled cash & investments,N,997924140,643117058,703731572,937309626,864429836
4522,0012,Fleet Services,ASSETS,,,,,,,,,,3304,Land,N,9000493,0,0,9000493,9000493
4523,0012,Fleet Services,ASSETS,,,,,,,,,,3305,Land Improvements,N,6240707,0,0,6240707,6240707
4524,0012,Fleet Services,ASSETS,,,,,,,,,,3310,Buildings/Structures & Imprv,N,12411088,0,0,12411088,12411088
4525,0012,Fleet Services,ASSETS,,,,,,,,,,3311,All for Dep Build/Struct/Imprv,N,-14301895,0,35868,-14337763,-14281399
4526,0012,Fleet Services,ASSETS,,,,,,,,,,3313,Building Improvements,N,3261796,0,0,3261796,3261796
4527,0012,Fleet Services,ASSETS,,,,,,,,,,3320,Vehicles,N,1563157922,130257486,0,1693415408,1573750736
4528,0012,Fleet Services,ASSETS,,,,,,,,,,3321,All For Dep Other Improvements,N,-6240745,0,0,-6240745,-6240745
4529,0012,Fleet Services,ASSETS,,,,,,,,,,3330,Equipment,N,248366097,0,0,248366097,248535276
4530,0012,Fleet Services,ASSETS,,,,,,,,,,3332,All For Dep Equipment,N,-176328714,0,13034599,-189363313,-187066223
4531,0012,Fleet Services,ASSETS,,,,,,,,,,3333,All for Dep Vehicles,N,-985545007,0,114658305,-1100203312,-974372959
4532,0012,Fleet Services,ASSETS,,,,,,,,,,,,Y,1698794643,773724631,832140366,1640378908,1575968050
4533,0012,Fleet Services,LIABILITIES AND FUND EQUITY,LIABILITIES,,,,,,,,,4001,Accounts Payable,N,-17116135,222079368,209995679,-5032446,-2266142
4534,0012,Fleet Services,LIABILITIES AND FUND EQUITY,LIABILITIES,,,,,,,,,4005,Accrued Vacation Pay,N,0,0,0,0,-8678326
4535,0012,Fleet Services,LIABILITIES AND FUND EQUITY,LIABILITIES,,,,,,,,,4006,Accrued Sick Pay,N,0,0,0,0,-25977500
4536,0012,Fleet Services,LIABILITIES AND FUND EQUITY,LIABILITIES,,,,,,,,,4007,Accrued Compensation Time,N,0,0,0,0,-799417
4537,0012,Fleet Services,LIABILITIES AND FUND EQUITY,LIABILITIES,,,,,,,,,4015,Accounts Payable/Miscellaneous,N,-641263,641263,0,0,0
4538,0012,Fleet Services,LIABILITIES AND FUND EQUITY,LIABILITIES,,,,,,,,,9931,Auction Sale Proceeds,N,-1916250,0,0,-1916250,-1665346
4539,0012,Fleet Services,LIABILITIES AND FUND EQUITY,LIABILITIES,,,,,,,,,,,Y,-19673648,222720631,209995679,-6948696,-39386731
4540,0012,Fleet Services,LIABILITIES AND FUND EQUITY,FUND EQUITY,,,,,,,,,6606,Fund Balance,N,-1312157752,0,0,-1312157752,-1213573159
4541,0012,Fleet Services,LIABILITIES AND FUND EQUITY,FUND EQUITY,,,,,,,,,6607,Retained Earnings,N,3662981,0,0,3662981,3662981
4542,0012,Fleet Services,LIABILITIES AND FUND EQUITY,FUND EQUITY,,,,,,,,,6640,Equity - Contributed Capital,N,-334613713,0,0,-334613713,-334613713
4543,0012,Fleet Services,LIABILITIES AND FUND EQUITY,FUND EQUITY,,,,,,,,,6680,Contributed Fixed Assets,N,-30750311,0,0,-30750311,-30750311
4544,0012,Fleet Services,LIABILITIES AND FUND EQUITY,FUND EQUITY,,,,,,,,,6692,Contributed From General Government,N,-5262200,0,0,-5262200,-5262200
4545,0012,Fleet Services,LIABILITIES AND FUND EQUITY,FUND EQUITY,,,,,,,,,,,Y,-1679120995,0,0,-1679120995,-1580536402
4546,0012,Fleet Services,LIABILITIES AND FUND EQUITY,,,,,,,,,,,,Y,-1698794643,222720631,209995679,-1686069691,-1619923133
4547,0012,Fleet Services,REVENUES,,018,Finance,1000,Administration,0000,Revenue,,,6200,Investment Income,N,0,1123956,5475718,-4351762,-5153844
4548,0012,Fleet Services,REVENUES,,018,Finance,1000,Administration,0000,Revenue,,,6203,Interest/Dividends,N,0,0,0,0,1731300
4549,0012,Fleet Services,REVENUES,,018,Finance,1000,Administration,0000,Revenue,,,,,Y,0,1123956,5475718,-4351762,-3422544
4550,0012,Fleet Services,REVENUES,,018,Finance,1000,Administration,,,,,,,Y,0,1123956,5475718,-4351762,-3422544
4551,0012,Fleet Services,REVENUES,,018,Finance,,,,,,,,,Y,0,1123956,5475718,-4351762,-3422544
4552,0012,Fleet Services,REVENUES,,091,Fleet & Facility Services,4910,Fleet Services,0000,Revenue,,,2710.0057,Operating Transfers 0057,N,0,1598600,7993000,-6394400,0
4553,0012,Fleet Services,REVENUES,,091,Fleet & Facility Services,4910,Fleet Services,0000,Revenue,,,6647,Contributed Capital-Customers,N,0,0,38596399,-38596399,0
4554,0012,Fleet Services,REVENUES,,091,Fleet & Facility Services,4910,Fleet Services,0000,Revenue,,,6999,Miscellaneous,N,0,0,348579,-348579,-109940
4555,0012,Fleet Services,REVENUES,,091,Fleet & Facility Services,4910,Fleet Services,0000,Revenue,,,7910,Fleet Operation - Fund 0010,N,0,154526,67892669,-67738143,-55009109
4556,0012,Fleet Services,REVENUES,,091,Fleet & Facility Services,4910,Fleet Services,0000,Revenue,,,7911,Fleet Operation - Fund 0011,N,0,0,13600,-13600,-119211
4557,0012,Fleet Services,REVENUES,,091,Fleet & Facility Services,4910,Fleet Services,0000,Revenue,,,7912,Fleet Operation - Fund 0012,N,0,0,859755,-859755,-1382473
4558,0012,Fleet Services,REVENUES,,091,Fleet & Facility Services,4910,Fleet Services,0000,Revenue,,,7916,Fleet Operation - Fund 0016,N,0,0,631251,-631251,-533790
4559,0012,Fleet Services,REVENUES,,091,Fleet & Facility Services,4910,Fleet Services,0000,Revenue,,,7921,Fleet Operation - Fund 0021,N,0,0,29891269,-29891269,-23388144
4560,0012,Fleet Services,REVENUES,,091,Fleet & Facility Services,4910,Fleet Services,0000,Revenue,,,7922,Fleet Operation - Fund 0022,N,0,0,12997294,-12997294,-11829237
4561,0012,Fleet Services,REVENUES,,091,Fleet & Facility Services,4910,Fleet Services,0000,Revenue,,,7926,Fleet Operation - Fund 0026,N,0,0,3178697,-3178697,-712916
4562,0012,Fleet Services,REVENUES,,091,Fleet & Facility Services,4910,Fleet Services,0000,Revenue,,,7936,Fleet Operation - Fund 0036,N,0,0,831641,-831641,-260187
4563,0012,Fleet Services,REVENUES,,091,Fleet & Facility Services,4910,Fleet Services,0000,Revenue,,,7942,Fleet Operation - Fund 0042,N,0,0,13467809,-13467809,-14207023
4564,0012,Fleet Services,REVENUES,,091,Fleet & Facility Services,4910,Fleet Services,0000,Revenue,,,7943,Fleet Operation - Fund 0043,N,0,0,12232599,-12232599,-9142120
4565,0012,Fleet Services,REVENUES,,091,Fleet & Facility Services,4910,Fleet Services,0000,Revenue,,,7948,Fleet Operation - Fund 0048,N,0,0,1687975,-1687975,-3380833
4566,0012,Fleet Services,REVENUES,,091,Fleet & Facility Services,4910,Fleet Services,0000,Revenue,,,7949,Fleet Operation - Fund 0049,N,0,0,2182497,-2182497,-1288490
4567,0012,Fleet Services,REVENUES,,091,Fleet & Facility Services,4910,Fleet Services,0000,Revenue,,,7957,Fleet Operation - Fund 0057,N,0,0,231664,-231664,-103830
4568,0012,Fleet Services,REVENUES,,091,Fleet & Facility Services,4910,Fleet Services,0000,Revenue,,,7969,Fleet Operation - Fund 0069,N,0,127187459,141957787,-14770328,-10602680
4569,0012,Fleet Services,REVENUES,,091,Fleet & Facility Services,4910,Fleet Services,0000,Revenue,,,7971,Fleet Operation - Fund 0071,N,0,0,17984041,-17984041,-9569920
4570,0012,Fleet Services,REVENUES,,091,Fleet & Facility Services,4910,Fleet Services,0000,Revenue,,,7972,Fleet Operation - Fund 0072,N,0,32170,63258388,-63226218,-46085853
4571,0012,Fleet Services,REVENUES,,091,Fleet & Facility Services,4910,Fleet Services,0000,Revenue,,,8010,Fleet Replacement - Fund 0010,N,0,0,58278400,-58278400,-50943200
4572,0012,Fleet Services,REVENUES,,091,Fleet & Facility Services,4910,Fleet Services,0000,Revenue,,,8011,Fleet Replacement - Fund 0011,N,0,0,0,0,-173600
4573,0012,Fleet Services,REVENUES,,091,Fleet & Facility Services,4910,Fleet Services,0000,Revenue,,,8021,Fleet Replacement - Fund 0021,N,0,0,16409600,-16409600,-18200800
4574,0012,Fleet Services,REVENUES,,091,Fleet & Facility Services,4910,Fleet Services,0000,Revenue,,,8022,Fleet Replacement - Fund 0022,N,0,0,6732800,-6732800,-7230400
4575,0012,Fleet Services,REVENUES,,091,Fleet & Facility Services,4910,Fleet Services,0000,Revenue,,,8026,Fleet Replacement - Fund 0026,N,0,0,1667200,-1667200,-1647200
4576,0012,Fleet Services,REVENUES,,091,Fleet & Facility Services,4910,Fleet Services,0000,Revenue,,,8036,Fleet Replacement - Fund 0036,N,0,0,252000,-252000,-108000
4577,0012,Fleet Services,REVENUES,,091,Fleet & Facility Services,4910,Fleet Services,0000,Revenue,,,8042,Fleet Replacement - Fund 0042,N,0,0,11657600,-11657600,-3972800
4578,0012,Fleet Services,REVENUES,,091,Fleet & Facility Services,4910,Fleet Services,0000,Revenue,,,8043,Fleet Replacement - Fund 0043,N,0,0,7989600,-7989600,-7491200
4579,0012,Fleet Services,REVENUES,,091,Fleet & Facility Services,4910,Fleet Services,0000,Revenue,,,8048,Fleet Replacement - Fund 0048,N,0,0,502400,-502400,-222400
4580,0012,Fleet Services,REVENUES,,091,Fleet & Facility Services,4910,Fleet Services,0000,Revenue,,,8049,Fleet Replacement - Fund 0049,N,0,0,1922400,-1922400,-1999200
4581,0012,Fleet Services,REVENUES,,091,Fleet & Facility Services,4910,Fleet Services,0000,Revenue,,,8057,Fleet Replacement - Fund 0057,N,0,0,134400,-134400,-156800
4582,0012,Fleet Services,REVENUES,,091,Fleet & Facility Services,4910,Fleet Services,0000,Revenue,,,8069,Fleet Replacement - Fund 0069,N,0,0,16756800,-16756800,-13492800
4583,0012,Fleet Services,REVENUES,,091,Fleet & Facility Services,4910,Fleet Services,0000,Revenue,,,8071,Fleet Replacement - Fund 0071,N,0,0,13163200,-13163200,-15342400
4584,0012,Fleet Services,REVENUES,,091,Fleet & Facility Services,4910,Fleet Services,0000,Revenue,,,8072,Fleet Replacement - Fund 0072,N,0,0,68820800,-68820800,-65051200
4585,0012,Fleet Services,REVENUES,,091,Fleet & Facility Services,4910,Fleet Services,0000,Revenue,,,8252,Motorpool Rent,N,0,1164,1332659,-1331495,-1906321
4586,0012,Fleet Services,REVENUES,,091,Fleet & Facility Services,4910,Fleet Services,0000,Revenue,,,8310,Fleet Fuel - Fund 0010,N,0,0,8677178,-8677178,-16393268
4587,0012,Fleet Services,REVENUES,,091,Fleet & Facility Services,4910,Fleet Services,0000,Revenue,,,8311,Fleet Fuel - Fund 0011,N,0,0,5938,-5938,-32136
4588,0012,Fleet Services,REVENUES,,091,Fleet & Facility Services,4910,Fleet Services,0000,Revenue,,,8312,Fleet Fuel - Fund 0012,N,0,0,199635,-199635,-335212
4589,0012,Fleet Services,REVENUES,,091,Fleet & Facility Services,4910,Fleet Services,0000,Revenue,,,8316,Fleet Fuel - Fund 0016,N,0,0,25621,-25621,-61346
4590,0012,Fleet Services,REVENUES,,091,Fleet & Facility Services,4910,Fleet Services,0000,Revenue,,,8321,Fleet Fuel - Fund 0021,N,0,0,1554183,-1554183,-3894491
4591,0012,Fleet Services,REVENUES,,091,Fleet & Facility Services,4910,Fleet Services,0000,Revenue,,,8322,Fleet Fuel - Fund 0022,N,0,0,660572,-660572,-1531359
4592,0012,Fleet Services,REVENUES,,091,Fleet & Facility Services,4910,Fleet Services,0000,Revenue,,,8326,Fleet Fuel - Fund 0026,N,0,0,424325,-424325,-716226
4593,0012,Fleet Services,REVENUES,,091,Fleet & Facility Services,4910,Fleet Services,0000,Revenue,,,8342,Fleet Fuel - Fund 0042,N,0,0,1877253,-1877253,-4039174
4594,0012,Fleet Services,REVENUES,,091,Fleet & Facility Services,4910,Fleet Services,0000,Revenue,,,8343,Fleet Fuel - Fund 0043,N,0,0,1283510,-1283510,-2702195
4595,0012,Fleet Services,REVENUES,,091,Fleet & Facility Services,4910,Fleet Services,0000,Revenue,,,8348,Fleet Fuel - Fund 0048,N,0,0,13002,-13002,-63057
4596,0012,Fleet Services,REVENUES,,091,Fleet & Facility Services,4910,Fleet Services,0000,Revenue,,,8349,Fleet Fuel - Fund 0049,N,0,0,605842,-605842,-1009332
4597,0012,Fleet Services,REVENUES,,091,Fleet & Facility Services,4910,Fleet Services,0000,Revenue,,,8357,Fleet Fuel - Fund 0057,N,0,0,10728,-10728,-24745
4598,0012,Fleet Services,REVENUES,,091,Fleet & Facility Services,4910,Fleet Services,0000,Revenue,,,8369,Fleet Fuel - Fund 0069,N,0,0,1301863,-1301863,-2708193
4599,0012,Fleet Services,REVENUES,,091,Fleet & Facility Services,4910,Fleet Services,0000,Revenue,,,8371,Fleet Fuel - Fund 0071,N,0,0,1987183,-1987183,-3476175
4600,0012,Fleet Services,REVENUES,,091,Fleet & Facility Services,4910,Fleet Services,0000,Revenue,,,8372,Fleet Fuel - Fund 0072,N,0,0,12028859,-12028859,-22617996
4601,0012,Fleet Services,REVENUES,,091,Fleet & Facility Services,4910,Fleet Services,0000,Revenue,,,,,Y,0,128973919,652512465,-523538546,-435268982
4602,0012,Fleet Services,REVENUES,,091,Fleet & Facility Services,4910,Fleet Services,,,,,,,Y,0,128973919,652512465,-523538546,-435268982
4603,0012,Fleet Services,REVENUES,,091,Fleet & Facility Services,,,,,,,,,Y,0,128973919,652512465,-523538546,-435268982
4604,0012,Fleet Services,REVENUES,,,,,,,,,,,,Y,0,130097875,657988183,-527890308,-438691526
4605,0012,Fleet Services,EXPENSES,,019,Non-Departmental,1000,Administration,1000,Administration,,,5999,Capitalized Asset Credit,N,0,0,130257486,-130257486,-1213200
4606,0012,Fleet Services,EXPENSES,,019,Non-Departmental,1000,Administration,1000,Administration,,,,,Y,0,0,130257486,-130257486,-1213200
4607,0012,Fleet Services,EXPENSES,,019,Non-Departmental,1000,Administration,,,,,,,Y,0,0,130257486,-130257486,-1213200
4608,0012,Fleet Services,EXPENSES,,019,Non-Departmental,,,,,,,,,Y,0,0,130257486,-130257486,-1213200
4609,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,1000,Administration,,,1998,Personnel Expenses Reimbursed to the General ,N,0,25475217,0,25475217,27566863
4610,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,1000,Administration,,,2100,Professional Services,N,0,23078,0,23078,7600
4611,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,1000,Administration,,,2240,Telecommunications,N,0,79672,0,79672,78795
4612,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,1000,Administration,,,2331,Radio System Service Charge,N,0,228800,0,228800,280000
4613,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,1000,Administration,,,2410,Rent City Vehicles,N,0,0,14328,-14328,2583
4614,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,1000,Administration,,,2421,Fleet Maintenance & Repair,N,0,734931,0,734931,1121677
4615,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,1000,Administration,,,2422,Fleet Fuel,N,0,159381,0,159381,275501
4616,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,1000,Administration,,,2430,Contracted Services,N,0,40300,0,40300,47745
4617,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,1000,Administration,,,2500,Printing,N,0,7176,0,7176,17578
4618,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,1000,Administration,,,2700,Conference Training & Travel,N,0,203420,22573,180847,0
4619,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,1000,Administration,,,2850,Advertising,N,0,0,0,0,35000
4620,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,1000,Administration,,,2951,Employee Recognition,N,0,0,0,0,4497
4621,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,1000,Administration,,,3100,Postage,N,0,23972,0,23972,21562
4622,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,1000,Administration,,,3300,Uniforms & Accessories,N,0,39850,0,39850,0
4623,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,1000,Administration,,,3400,Materials & Supplies,N,0,47240,0,47240,113527
4624,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,1000,Administration,,,3409,Tools,N,0,0,0,0,5531
4625,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,1000,Administration,,,4239,Retiree Medical Insurance,N,0,8343200,0,8343200,5464800
4626,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,1000,Administration,,,4260,Insurance Premiums,N,0,3372800,0,3372800,3010400
4627,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,1000,Administration,,,4300,Dues & Licenses,N,0,51150,0,51150,49450
4628,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,1000,Administration,,,4310,Municipal Service Charges,N,0,11218400,0,11218400,9494400
4629,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,1000,Administration,,,4420,Transfer To Other Funds,N,0,169837000,33967400,135869600,3461936
4630,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,1000,Administration,,,4423,Transfer To IT Fund,N,0,4528000,0,4528000,4025600
4631,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,1000,Administration,,,,,Y,0,224413587,34004301,190409286,55085045
4632,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,4912,Materials & Supplies,,,1998,Personnel Expenses Reimbursed to the General ,N,0,135596,0,135596,141514
4633,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,4912,Materials & Supplies,,,2320,Equipment Maintenance,N,0,356271,0,356271,278458
4634,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,4912,Materials & Supplies,,,2430,Contracted Services,N,0,100000,0,100000,20000
4635,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,4912,Materials & Supplies,,,3400,Materials & Supplies,N,0,41280,0,41280,36741
4636,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,4912,Materials & Supplies,,,6100,Gasoline,N,0,13671877,0,13671877,21466338
4637,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,4912,Materials & Supplies,,,6110,Gas/Compressed Natural Gas,N,0,3776716,0,3776716,3352924
4638,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,4912,Materials & Supplies,,,6130,Bio-Diesel Fuel,N,0,20046881,0,20046881,36442303
4639,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,4912,Materials & Supplies,,,6300,Tires,N,0,2743520,0,2743520,4540288
4640,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,4912,Materials & Supplies,,,6310,Recapped Tires,N,0,5306674,0,5306674,4992459
4641,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,4912,Materials & Supplies,,,,,Y,0,46178815,0,46178815,71271025
4642,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,4914,Repairs,,,1998,Personnel Expenses Reimbursed to the General ,N,0,65418738,0,65418738,64844314
4643,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,4914,Repairs,,,2421,Fleet Maintenance & Repair,N,0,124824,0,124824,260796
4644,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,4914,Repairs,,,2422,Fleet Fuel,N,0,40254,0,40254,59711
4645,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,4914,Repairs,,,2660,Software Maintenance,N,0,103312,0,103312,91200
4646,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,4914,Repairs,,,3400,Materials & Supplies,N,0,734066,0,734066,330110
4647,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,4914,Repairs,,,3409,Tools,N,0,257506,0,257506,589476
4648,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,4914,Repairs,,,3440,"Property Plant & Equipment < $5,000",N,0,222411,0,222411,0
4649,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,4914,Repairs,,,6160,Oil,N,0,2904020,3228,2900792,2776129
4650,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,4914,Repairs,,,6320,Tire Repair,N,0,135955,0,135955,385797
4651,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,4914,Repairs,,,6400,Anti-Freeze & Solvent,N,0,256430,0,256430,201635
4652,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,4914,Repairs,,,6600.6600,Repair Parts Regular,N,0,40245792,3441284,36804508,31028133
4653,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,4914,Repairs,,,6600.6602,Repair Parts Fasteners,N,0,27391,0,27391,22130
4654,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,4914,Repairs,,,6600.6603,Repair Parts Welding Supplies,N,0,182566,0,182566,297713
4655,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,4914,Repairs,,,6600.6605,Repair Parts Chemicals,N,0,319045,0,319045,88805
4656,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,4914,Repairs,,,6700.6700,Garage Repairs Garage Repairs,N,0,18000,0,18000,542242
4657,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,4914,Repairs,,,,,Y,0,110990310,3444512,107545798,101518191
4658,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,4916,Outside Repairs,,,2430,Contracted Services,N,0,411500,0,411500,4888333
4659,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,4916,Outside Repairs,,,6500,Washing,N,0,480825,0,480825,499880
4660,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,4916,Outside Repairs,,,6700.6700,Garage Repairs Garage Repairs,N,0,1035777,0,1035777,463263
4661,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,4916,Outside Repairs,,,6700.6705,Garage Repairs Glass/Body,N,0,2376031,35500,2340531,2721647
4662,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,4916,Outside Repairs,,,6700.6710,Garage Repairs Hydraulics,N,0,2026565,0,2026565,784943
4663,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,4916,Outside Repairs,,,6700.6720,Garage Repairs Transmissions,N,0,826505,0,826505,380800
4664,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,4916,Outside Repairs,,,6700.6730,Garage Repairs Engine,N,0,3864814,0,3864814,1345316
4665,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,4916,Outside Repairs,,,6700.6760,Garage Repairs Steering/Align,N,0,41300,0,41300,44195
4666,0012,Fleet Services,EXPENSES,,091,Fleet & Facility Services,4910,Fleet Services,4916,Outside Repairs,,,6800,Towing Charges,N,0,532850,0,532850,502225
